no,text
381,"咳咳咳(清喉嚨
小潔前幾天悄悄預告將有新飛機要飛往日本😏
沒錯❗在各位千呼萬喚地期盼下
我們的787夢幻客機12/1起要飛東京和大阪啦🛫
趁線上旅展買票搶優惠
還可抽環遊世界大獎🌍
別等了! 一年一檔的活動時間已經過一半
那個環遊世界幸運兒可能或許maybe就是你😎
更多線上旅展訊息請點 ➡https://goo.gl/n9pGw5
#是說馬拉松優惠碼購票再折500
#1120全球飛到飽豪經艙得主就要出爐
#有夢最美大家快去買票"
382,"長榮航空與澳洲創意機構Buzz合作，自11月起於經濟艙陸續推出環保毛毯。這款以100%塑料瓶回收製成的ecoTHREAD™環保毛毯，質感柔軟舒適，每一條採用26個回收塑料瓶，生產過程降低70%的能量排放，也減少有毒物質排放等各種汙染。

長榮航空期望環保毛毯登機，與您一起永續環境！
我們期許：『#長榮航空與大家一同航向更美好的未來』
📖更多詳情，請參見長榮航空企業社會責任報告書：https://goo.gl/K5hFCw

#永續環境長榮第一
#地球永遠的環保小尖兵長榮航空
#原來搭長榮的飛機還可以守護地球耶"
383,"【你不可不知的787夢幻客機23事~三點式包覆好安全🤔】
有別於其他機型，長榮航空787夢幻客機的皇璽桂冠艙座椅安全帶為三點式設計。
#乎你綁條條
#起降時要繫緊安全帶喔
#長榮航空787夢幻客機"
384,"📣小潔歡喜與大家分享 熱呼呼的好消息~ 📣
由國際知名航空專業評鑑網站AirlineRatings.com公佈最佳航空公司大獎(Airline Excellence Awards)評選結果，長榮航空榮獲兩項殊榮：
🏆「全球十大最佳航空公司–第八名(World’s Top Ten Airlines – No.8)」
🏆「亞太區最佳長程線航空公司(Best Long-Haul Airline… More Asia/Pacific)」
長榮航空很榮幸獲得航空專業人士的肯定，更感謝全球旅客的支持，鼓勵我們持續提升服務品質。自今年開始引進的波音787夢幻客機，並將會推出更多創新的服務，讓旅客搭乘時都能有滿滿的微笑~ 😊
😍更多資訊：https://goo.gl/CDKG38"
385,"東京、大阪、北海道
想體驗把日本當成你家後花園的感覺 ? 🌻🌺
線上購買長榮機票就有機會抽2019不限次數免費機票
日本隨心所欲想飛就飛 ✈
現在參加活動，就有機會抽中行李秤
🎁活動辦法 : 公開分享本則貼文中最喜歡的一張圖到個人塗鴉牆，並呼叫一位好友。
🎁活動時間 : 即日起至11/19 23:59止
🎁得主公佈 : 11/22抽出5個幸運兒，公佈於貼文留言處
更多線上旅展訊息請看👉https://reurl.cc/7y87l
#日本這麼好買行李秤超實用
#圖裡面的一句話都戳中我笑點
#大獎讓你日本飛到飽全世界也可以飛到飽
#馬拉松優惠碼購票再折500
#據說即將有新飛機要飛東京和大阪"
386,"【你不可不知的787夢幻客機23事~可調整式隔板，盡情享受你的空中隱私！🤔】
長榮航空787夢幻客機的皇璽桂冠艙，此次更特別新增了可調整式隔板，大幅提升旅客的專屬隱私空間，打造更舒適、貼心的個人空間！
#可調整式隔板
#擋好擋滿
#長榮航空787夢幻客機"
387,"【你不可不知的787夢幻客機23事~ 長榮航空787夢幻客機運送組裝大解密！🤔】

🎥各位粉絲們有想過飛機零件這麼大是怎麼運送的嗎？
今天小潔就帶大家一睹運送長榮787夢幻客機零組件的LCF超大貨機！

㊙透過機尾橫向90度「開屁屁」的方式，可以直接裝載787飛機機身半成品，再藉由空運運回波音美國工廠組裝，大幅提升生產效率！很神奇吧～

#LCF超大貨機
#直擊裝載
#長榮航空787夢幻客機"
388,"【長榮787挑戰遊戲，還可以抽獎喔】

(廣播聲)登登登登～🎵
快來點擊以下活動網站，挑戰787小遊戲
看看陽光、空氣、水如何讓旅客舒緩飛機上的不適
而且…還可以抽獎喔😎
是的！小潔的好康時間又來了！

✈活動參加辦法✅於活動網站完成遊戲，依步驟將活動公開分享至臉書，即可獲得一次抽獎機會
✅單日最多累積一次抽獎機會，每天玩中獎機會越多喔

✈活動獎項
✅787限量模型5名
✅787首航禮紀念水壺5名

✈活動網址＆詳細活動辦法請上
https://goo.gl/eCtw93

#Q版787好可愛
#EVA787"
389,"2018年長榮航空酒、菜單獲英國MONOCLE雜誌評選為最佳機艙酒菜單，讚譽「最令人食指大動的菜單設計！」。
　　　
小潔好愛這款菜單😍
每次執勤時，都忍不住拿起來細細端詳，猜猜看封面的設計巧思。
　　　　　
酒菜單的設計手法上，以高空俯瞰大地的映象，搭配四季繁花茂果的鮮豔色彩，展現春夏秋冬在臺灣島嶼上所留下的歲月映象。
　　　　　　
並且以「最好的時節，就是回家的時節」為設計理念，傳達長榮航空是旅人在空中溫馨舒適的家，而臺灣可以是所有旅人的家。"
390,"【猜猜看，是哪位大人物搭長榮787？🤔】
　　　
787有一個小潔喜歡的特色，就是機窗變大以及五段式的調節✨
不僅有更廣的視野，還可以調整明暗，真的好棒😍
就算位置靠走道，或是旁邊乘客有大頭，都比以往更能看到窗外的風景
　　　　
共有三個神秘大人物搭上787，大家來猜猜看是誰？🤔
　　　　
更多787夢幻客機資訊：https://goo.gl/i4Bxha
　　　
#EVA787"
391,"長榮航空、紐西蘭航空聯營
攜手拓展大洋洲往返東北亞市場

長榮航空與同屬星空聯盟成員的紐西蘭航空，將以共掛班號方式聯營合作囉！
就在今日(11/2)，雙方由長榮航空企劃室副總廖至維與紐西蘭航空首席策略網絡及聯盟事務官Nick Judd共同簽約，預計12月下旬提供聯營航班服務。"
392,"【別滑過去 ! 便宜搭787撇步快看☑】
　　　
昨天有參與787歷史性首航的粉絲請舉手🙋‍♂🙋‍♀
　　　　
你也想要趕快體驗787嗎，趁線上旅展買票更便宜喲 
台北到香港最低只要$3,082(未稅) ✨
12/3前購票即可抽787皇璽桂冠艙雙人來回機票 
你 還不快Go😏 
　　　　　
更多線上旅展訊息看過來💁‍♀https://goo.gl/TF9CX7
　　　　　　
787航班訊息在這📣
✅2018.11.02-11.04 : 去程BR891/855，回程BR892/856
✅ 2018.11.05-11.30 : 去程BR891/851/855/871，回程BR892/852/856/872
✅2018.12.01-2019.03.30 : 去程BR871/857，回程BR872/858
*本公司保有對此班表時程、機型更新的權利，如有異動恕不另行通知。
　　　　
#長榮馬拉松跑者使用優惠碼折500
#1106抽出環遊世界經濟艙得主
#11月787只飛香港喔"
393,"就在今天早上10:10，長榮航空波音787由台北首航香港啦！
仔細看看！這獨一無二的長榮787夢幻客機照片，可是由當班旅客們的微笑所組成，共同紀念這歷史性的一刻！
因為有你們的笑容，開啟了長榮航空787夢幻客機天空的微笑飛航篇章~
🎉【活動內容】🎉
慶祝首航，粉絲團不落人後，小潔邀請你一同秀出你的微笑，為787夢幻客機集氣！
即日起至11月7日24:00前，完成以下三步驟，就有機會獲得長榮航空獨家輕旅三用包喔！
1⃣公開分享此篇貼文
2⃣本文留言標註兩位朋友
「@小潔 @阿榮 #天空的微笑長榮航空787夢幻客機起飛。」
3⃣歡迎分享你與家人、朋友的微笑照片

#IG搜尋evaairways也有活動喔
#小潔心裡港動小潔不說
#Boeing787
#thesmileinthesky
#787夢幻客機首航"
394,"【貴賓室-花園區11月起咖啡飄香】

♦水果酸香氣息的耶加雪菲歌箔塔日曬
♦順口甘醇的巴西佩蕾拉莊園
♦濃郁厚實的蘇門達臘多芭藍眼曼特寧

你想要點哪一款❓
長榮航空貴賓室-花園區提供手沖咖啡服務，在氣溫轉涼的11月，溫暖你的心和胃伴你渡過搭機前的時刻。

#季節限定
#11月1日起每日 10:00~14:00提供手沖咖啡服務
#貴賓室-花園區獨享"
395,"下班下課的鐘聲即將響起🔔
萬聖夜就要降臨~🎃
今晚你要化身為哪位角色呢?
🧛‍♂🧟‍♂👻👯‍♀🤖👹
小潔很期待你與我分享喔~
#HappyHalloween"
396,"【光棍雙1⃣1⃣長榮航空免稅品預購享優惠】
形單影隻的你別怕，名花/草有主的你也請摩拳擦掌準備接招
長榮航空推出網路預購免稅品PRE-ORDER促銷活動，線上預購全館享79折優惠（部分商品除外）

🎁活動期間：2018/11/01~2018/11/11
✈可預購航班：往返桃園、台北、高雄及台中機場所有國際線航班
🕛可預購時間：
📍台灣地區出發航班：起飛前15天～24小時
📍… More返回台灣地區航班：自歐/美/加/澳洲及曼谷出發航班：起飛前15天
～72小時，其他地區為起飛前15天～48小時

立馬上網預訂您的免稅商品去吧➡https://mall.evaair.com/

#小潔鼓勵沒有對象的對自己好一點卡就刷下去吧
#小潔也鼓勵有對象的對對方好一點卡也就刷下去吧
#總而言之不管有沒有對象都對自己好一點卡刷下去吧"
397,"11月1日，長榮航空波音787夢幻客機即將微笑啟航！

在這之前，小潔偷偷先告訴你🤫🤫
首航當天08:30在登機口
長榮航空將特別打造一系列的活動

現場將邀請旅客用最燦爛的微笑合影留念
一起紀念長榮航空787夢幻客機的重要時刻！

#EVAAirways… More
#Boeing787
#thesmileinthesky
#787夢幻客機首航"
398,"金獎最佳新演員．小紅
首戰螢幕處女作
催淚演出觸動千萬網友！

“看了都想養了😰 ”－網友黃先生
“它是我家人！我不會再丟下你了！”－網友林小姐

長榮航空關心您…家的大小行李箱
✨愛它，請不要冷落它！✨
… More
趁這次2018長榮航空線上旅展
不只機票全面【#56折起】
還能抽【#一年全球飛到飽】
這一趟，把它們都帶出門吧！

#小潔先去搶票了
#私訊無回覆代表小潔在買票或在買票的路上"
399,"今早最新的問候語 ~你跑了嗎?
昨日「2018長榮航空城市觀光馬拉松」從總統府前廣場盛開跑，來自43個國家跑者，18,000名參賽者。由長榮航空林寶水董事長及台北市長柯文哲等多位貴賓共同鳴槍，連世大運國手周庭印與國內女子半程馬拉松紀錄保持人謝千鶴等國內長跑好手也共襄盛舉。
賽後長榮航空還抽出歐、美、澳及亞洲航線不限航點共十張機票大獎，讓幸運的跑友由「台北起跑、飛向世界」。
#報名費收入提撥100萬元捐贈兒童福利聯盟文教基金會"
400,"【#長榮線上旅展 必BUY指南】
2018線上旅展開搶 📣最低56折❗
老手們一開賣就已經搶到hen優惠的價格🤩
還可以連抽三次全球飛到飽機票大獎
小潔這次廢話不多說😉
看圖你就知道💁‍♂💁‍♀
… More
🔹想知道更多, 就點點這裡👉 https://goo.gl/e8gNJi
🔹EVA Mobile APP 購票也可參加抽獎喔❗
IOS：https://goo.gl/zHmLx7
Android：https://goo.gl/jTWFPg
#想去哪長榮送你
#官網之外APP也能買
#長榮馬拉松跑者記得使用折扣碼
#只要能飛到飽經濟艙豪經艙商務艙我都可以"
401,"【#長榮線上旅展 又來啦 ! 明天開賣 !】

登登❗全年最好買的線上旅展~Again❗
除了很可以的最低56折
當然還有人人都想要的全球飛到飽夢幻大獎😂

是說小潔的手指頭已經做好暖身運動😏
今天晚上12點一到就要按下購票鍵
大家也準備好了嗎💪💪💪
… More
想知道更多, 就點點這裡👉https://goo.gl/dG6cxv
#搶便宜手腳一定要快
#連行李箱都衝了你在等什麼
#趕快找人討論要去哪玩
#都第四年了可以換我環遊世界了吧"
402,"【一圖看懂長榮787夢幻客機，終極保存版】

這幾天小潔接到很多粉絲的私訊，希望可以深入淺出的分享787的特色
嘿嘿～這不就來了嗎？😎✨

除了飛機特色，還有皇璽桂冠艙以及經濟艙的攻略
全新皇璽桂冠艙，強調水平式大空間，我也好想搭
兩艙螢幕尺寸加大，看電影超過癮
可以上下移動的經濟艙皮革頭靠，調整最符合自己舒適的位置
這篇絕對要設為珍藏貼文！… More

攻略完整版內文 https://goo.gl/z8E7z6
更多長榮航空787夢幻客機資訊 https://goo.gl/gBytMw

#EVA787"
403,"【2018長榮航空線上旅展記者會】
一年一度的長榮航空線上旅展又來啦！
延續去年「想去哪?我送你!」限時推出56折起超低票價，還有機會抽『全球飛到飽』夢幻機票大獎!
記者會上還邀請到去年幸運獲得環遊世界豪華經濟艙機票的得主現身說法，羨煞現場所有人。
今年小潔也想成為那個他啦～😍
小潔直接幫您列出今日線上旅展記者會重點：
♦孫嘉明總經理大方加碼，加送雙人波音787夢幻客機皇璽桂冠艙
♦2018/10/29 00:00準時開搶
♦超過60個城市優惠
♦下殺56折起
#28晚上守在電腦前
#話不多說下手為先"
404,"【#飛行童萌‧參訪活動得獎名單公布📢】
　
首先小潔要感謝各位爸比媽咪的留言互動！
讓我們看到這麼多孩子的笑容～～～😊
為了讓孩子快樂成長，各位家長真的Hen用心❤
　
恭喜以下6組Mini粉絲及家長～👏
歡迎你們來參加 長榮航空總部參訪一日遊活動！
小潔已經為你們準備超多好玩的遊戲和驚喜～
等你們一起來玩Fun天，敬請期待！
快來看看幸運得主484你們！
　
🎉 橙汁魚👉 https://goo.gl/B53c9D
🎉 劉育伶👉 https://goo.gl/puZfDg
🎉 Derliang Huang👉 https://goo.gl/NLoU1q
🎉 Arlong Park👉 https://goo.gl/L7UmiT
🎉 鄭伊君👉 https://goo.gl/gJAcA7
🎉 Lance Liang👉 https://goo.gl/NbLuaP
　
✅以上得獎家長需攜伴一名4-8歲孩童(出生日期介於民國99年10月1日至103年10月1日)
✅家長須為孩童的法定監護人或持有監護人同意書
✅得獎者須於2018年10月29日23:59前，私訊小編「飛行童萌之我中獎了!」，小編將提供表單讓您填寫個人及同行者資料。逾期或不符活動規範視為棄權，將由備取者依序遞補
✅參訪活動預計於2018年11月16日(五)舉辦，確切時間及相關詳細資訊將另行確認通知
🔺以上未盡事宜，長榮航空保有修改、變更或暫停本活動之權利"
405,"【長榮航空787夢幻客機三大特色，讓你微笑飛行】
　　　
相信大家非常興奮11月初的首航，迫不及待想搭機體驗
到底787對旅程有什麼好處呢？
787舒適旅遊共有三大元素---陽光💥、空氣💨、水💦
✅陽光：採用業界最大面積舷窗→增大幅度最高達78%
✅空氣：艙壓優化至最適海拔→減輕暈機徵狀
✅水：機艙濕度提升近4倍→舒緩乾燥不適
　　　　
大家最喜歡哪項特色呢？
🎁即日起至10/26 23:59止，於本文留言呼叫好友，告訴他自己最喜歡的特色，就有機會抽中長榮USB小飛機，共有8個名額
　　　　　
範例：『@阿榮，我最喜歡長榮787的大舷窗，你也來搭搭看』 
　　　
更多長榮航空787夢幻客機資訊： https://goo.gl/RwFS4M
#EVA787"
406,"小戴傳奇~丹麥站封后狂奪11連勝👏
台灣的世界球后-戴資穎在丹麥羽球公開賽再傳捷報，收下今年第8冠🏆，世界排名積分突破10萬大關，更為成台灣羽壇史上首名達標球員。
　　　　
小潔打心底說出：「你！怎麼能不愛小戴。😍」"
